carrera,conductor,inicio_carrera,fin_carrera,precio_total
8157,Angel,2024-02-20 11:49:37,2024-02-20 12:21:23,38.12
8158,Jorge,2024-02-24 17:54:44,2024-02-24 18:31:47,44.46
8159,Angel,2024-06-03 16:54:50,2024-06-03 17:10:53,19.26
8160,Angel,2024-03-17 03:34:11,2024-03-17 03:54:07,23.92
8161,Sergio,2024-01-26 12:19:53,2024-01-26 12:53:18,40.1
8162,Angel,2024-03-31 05:24:44,2024-03-31 05:54:38,35.88
8163,Nathaly,2024-03-14 09:59:24,2024-03-14 10:19:57,24.66
8164,Sergio,2024-04-21 12:04:50,2024-04-21 12:35:02,36.24
8165,Carolina,2024-04-11 03:12:27,2024-04-11 03:38:17,31.0
8166,Nathaly,2024-01-21 20:24:15,2024-01-21 20:48:00,28.5
8167,Angel,2024-06-12 14:03:55,2024-06-12 14:40:39,44.08
8168,Jorge,2024-02-21 02:02:29,2024-02-21 02:26:34,28.9
8169,Angel,2024-05-12 01:51:08,2024-05-12 02:20:39,35.42
8170,Carolina,2024-03-16 19:50:46,2024-03-16 20:30:27,47.62
8171,Angel,2024-04-22 17:36:20,2024-04-22 18:06:10,35.8
8172,Angel,2024-03-18 19:36:39,2024-03-18 19:47:55,13.52
8173,Carolina,2024-03-17 18:36:06,2024-03-17 18:50:11,16.9
8174,Angel,2024-04-15 02:05:05,2024-04-15 02:23:44,22.38
8175,Angel,2024-05-30 19:00:55,2024-05-30 19:31:56,37.22
8176,Angel,2024-04-23 00:10:49,2024-04-23 00:18:14,8.9
8177,Angel,2024-04-28 10:38:18,2024-04-28 10:59:24,25.32
8178,Carolina,2024-04-27 03:14:07,2024-04-27 03:21:10,8.46
8179,Carolina,2024-06-22 15:42:03,2024-06-22 16:10:22,33.98
8180,Nathaly,2024-01-31 13:27:09,2024-01-31 13:50:33,28.08
8181,Carolina,2024-06-13 14:26:44,2024-06-13 14:44:25,21.22
8182,Jorge,2024-04-10 10:59:15,2024-04-10 11:24:06,29.82
8183,Nathaly,2024-02-21 08:18:42,2024-02-21 08:47:05,34.06
8184,Sergio,2024-05-20 09:34:08,2024-05-20 10:11:12,44.48
8185,Nathaly,2024-02-04 15:10:33,2024-02-04 15:26:14,18.82
8186,Angel,2024-06-14 22:05:23,2024-06-14 22:25:28,24.1
8187,Carolina,2024-04-07 14:05:06,2024-04-07 14:40:46,42.8
8188,Carolina,2024-01-27 05:05:51,2024-01-27 05:22:02,19.42
8189,Nathaly,2024-04-11 15:35:55,2024-04-11 16:08:28,39.06
8190,Nathaly,2024-05-08 10:38:03,2024-05-08 10:49:46,14.06
8191,Carolina,2024-03-18 06:42:33,2024-03-18 06:47:38,6.1
8192,Sergio,2024-04-29 09:35:29,2024-04-29 10:08:05,39.12
8193,Jorge,2024-03-16 16:14:24,2024-03-16 16:49:25,42.02
8194,Angel,2024-03-08 03:01:54,2024-03-08 03:36:02,40.96
8195,Sergio,2024-05-24 21:28:31,2024-05-24 21:35:43,8.64
8196,Angel,2024-04-04 06:45:01,2024-04-04 07:01:50,20.18
8197,Carolina,2024-01-15 02:02:20,2024-01-15 02:39:56,45.12
8198,Carolina,2024-03-10 22:42:00,2024-03-10 22:58:39,19.98
8199,Angel,2024-04-07 08:19:36,2024-04-07 08:54:35,41.98
8200,Angel,2024-05-29 07:33:51,2024-05-29 08:06:50,39.58
8201,Angel,2024-01-19 12:28:44,2024-01-19 12:40:37,14.26
8202,Carolina,2024-03-26 08:00:39,2024-03-26 08:23:37,27.56
8203,Sergio,2024-06-22 14:47:42,2024-06-22 14:52:54,6.24
8204,Carolina,2024-01-18 02:01:56,2024-01-18 02:32:10,36.28
8205,Angel,2024-06-18 20:07:09,2024-06-18 20:29:53,27.28
8206,Nathaly,2024-01-13 00:41:51,2024-01-13 00:54:35,15.28
8207,Nathaly,2024-04-12 06:32:34,2024-04-12 07:00:13,33.18
8208,Carolina,2024-03-11 02:21:33,2024-03-11 02:34:59,16.12
8209,Angel,2024-06-25 01:09:48,2024-06-25 01:17:02,8.68
8210,Jorge,2024-06-19 03:50:04,2024-06-19 04:16:30,31.72
8211,Sergio,2024-02-07 10:27:22,2024-02-07 10:36:52,11.4
8212,Angel,2024-06-13 18:13:51,2024-06-13 18:36:46,27.5
8213,Carolina,2024-02-03 15:47:58,2024-02-03 16:13:08,30.2
8214,Angel,2024-04-20 16:18:45,2024-04-20 16:37:21,22.32
8215,Carolina,2024-04-16 15:56:11,2024-04-16 16:19:34,28.06
8216,Angel,2024-01-12 23:53:03,2024-01-13 00:19:19,31.52
8217,Nathaly,2024-03-12 11:32:02,2024-03-12 11:49:17,20.7
8218,Carolina,2024-06-10 07:30:11,2024-06-10 08:06:55,44.08
8219,Carolina,2024-02-23 16:39:18,2024-02-23 16:55:17,19.18
8220,Angel,2024-04-24 06:36:42,2024-04-24 06:58:30,26.16
8221,Sergio,2024-01-18 18:38:48,2024-01-18 19:04:14,30.52
8222,Angel,2024-05-05 03:10:56,2024-05-05 03:27:01,19.3
8223,Carolina,2024-06-20 01:03:40,2024-06-20 01:18:31,17.82
8224,Jorge,2024-06-22 00:35:22,2024-06-22 01:01:10,30.96
8225,Sergio,2024-03-13 12:00:33,2024-03-13 12:37:30,44.34
8226,Jorge,2024-04-13 16:40:42,2024-04-13 17:04:46,28.88
8227,Nathaly,2024-05-28 12:16:09,2024-05-28 12:40:00,28.62
8228,Angel,2024-05-25 11:18:04,2024-05-25 11:29:07,13.26
8229,Sergio,2024-05-03 17:59:49,2024-05-03 18:12:31,15.24
8230,Jorge,2024-02-28 02:03:17,2024-02-28 02:41:01,45.28
8231,Angel,2024-05-21 01:47:48,2024-05-21 02:10:06,26.76
8232,Sergio,2024-01-14 22:36:05,2024-01-14 22:51:38,18.66
8233,Angel,2024-06-22 22:05:26,2024-06-22 22:30:05,29.58
8234,Angel,2024-01-10 20:49:29,2024-01-10 20:54:52,6.46
8235,Carolina,2024-06-19 08:29:31,2024-06-19 08:49:30,23.98
8236,Angel,2024-01-29 10:04:37,2024-01-29 10:34:05,35.36
8237,Angel,2024-04-19 15:19:33,2024-04-19 15:38:34,22.82
8238,Sergio,2024-01-15 04:30:33,2024-01-15 05:03:52,39.98
8239,Nathaly,2024-04-10 07:15:30,2024-04-10 07:42:21,32.22
8240,Angel,2024-03-15 15:44:10,2024-03-15 16:16:58,39.36
8241,Jorge,2024-05-19 10:37:19,2024-05-19 11:09:54,39.1
8242,Jorge,2024-05-24 13:02:13,2024-05-24 13:39:20,44.54
8243,Carolina,2024-04-23 09:15:21,2024-04-23 09:26:11,13.0
8244,Nathaly,2024-02-01 16:29:17,2024-02-01 16:44:37,18.4
8245,Angel,2024-04-02 03:40:05,2024-04-02 04:01:13,25.36
8246,Angel,2024-03-31 01:15:42,2024-03-31 01:32:08,19.72
8247,Angel,2024-04-13 12:44:38,2024-04-13 13:19:28,41.8
8248,Nathaly,2024-06-18 12:39:35,2024-06-18 13:12:52,39.94
8249,Jorge,2024-04-07 05:42:39,2024-04-07 06:08:08,30.58
8250,Carolina,2024-05-13 16:09:13,2024-05-13 16:41:34,38.82
8251,Carolina,2024-06-07 15:09:05,2024-06-07 15:30:05,25.2
8252,Sergio,2024-05-14 02:19:28,2024-05-14 02:59:12,47.68
8253,Angel,2024-06-12 20:06:02,2024-06-12 20:39:28,40.12
8254,Angel,2024-04-23 06:05:36,2024-04-23 06:28:49,27.86
8255,Angel,2024-06-11 12:58:13,2024-06-11 13:14:15,19.24
8256,Nathaly,2024-05-19 03:42:40,2024-05-19 04:19:47,44.54
8257,Carolina,2024-04-11 12:21:20,2024-04-11 12:39:01,21.22
8258,Angel,2024-04-13 22:30:51,2024-04-13 22:45:16,17.3
8259,Carolina,2024-05-07 17:56:49,2024-05-07 18:27:44,37.1
8260,Carolina,2024-05-26 22:39:01,2024-05-26 22:46:41,9.2
8261,Jorge,2024-05-09 21:04:44,2024-05-09 21:35:49,37.3
8262,Angel,2024-06-04 07:48:07,2024-06-04 08:17:13,34.92
8263,Angel,2024-02-16 14:37:11,2024-02-16 15:11:12,40.82
8264,Nathaly,2024-05-24 12:10:39,2024-05-24 12:35:19,29.6
8265,Jorge,2024-04-05 09:58:32,2024-04-05 10:08:43,12.22
8266,Carolina,2024-06-03 17:46:03,2024-06-03 18:24:38,46.3
8267,Nathaly,2024-02-29 01:47:20,2024-02-29 02:06:19,22.78
8268,Carolina,2024-02-27 23:24:53,2024-02-27 23:34:32,11.58
8269,Angel,2024-02-28 10:14:05,2024-02-28 10:26:42,15.14
8270,Angel,2024-02-06 22:24:50,2024-02-06 22:54:36,35.72
8271,Angel,2024-04-27 01:40:02,2024-04-27 02:18:43,46.42
8272,Angel,2024-06-10 02:33:02,2024-06-10 03:00:43,33.22
8273,Angel,2024-02-25 03:46:37,2024-02-25 04:03:29,20.24
8274,Carolina,2024-05-01 22:28:48,2024-05-01 23:06:17,44.98
8275,Carolina,2024-03-21 08:04:04,2024-03-21 08:37:45,40.42
8276,Sergio,2024-06-04 15:42:22,2024-06-04 16:18:57,43.9
8277,Nathaly,2024-03-04 04:55:14,2024-03-04 05:22:03,32.18
8278,Sergio,2024-06-10 10:46:38,2024-06-10 10:55:24,10.52
8279,Jorge,2024-06-21 20:38:58,2024-06-21 21:17:45,46.54
8280,Angel,2024-01-19 19:15:01,2024-01-19 19:47:59,39.56
8281,Carolina,2024-03-15 21:04:28,2024-03-15 21:37:38,39.8
8282,Nathaly,2024-06-22 04:37:14,2024-06-22 04:50:48,16.28
8283,Sergio,2024-06-18 02:03:28,2024-06-18 02:09:09,6.82
8284,Angel,2024-06-08 16:12:38,2024-06-08 16:40:25,33.34
8285,Angel,2024-02-03 02:51:41,2024-02-03 02:59:49,9.76
8286,Sergio,2024-06-07 08:43:20,2024-06-07 08:57:45,17.3
8287,Sergio,2024-01-30 04:00:52,2024-01-30 04:36:00,42.16
8288,Angel,2024-05-15 19:17:24,2024-05-15 19:53:45,43.62
8289,Angel,2024-05-09 04:52:43,2024-05-09 05:32:03,47.2
8290,Angel,2024-04-24 05:34:53,2024-04-24 05:44:29,11.52
8291,Angel,2024-06-25 01:40:04,2024-06-25 01:58:59,22.7
8292,Angel,2024-06-09 12:20:16,2024-06-09 12:47:50,33.08
8293,Angel,2024-06-20 08:31:32,2024-06-20 09:06:34,42.04
8294,Angel,2024-04-07 21:42:23,2024-04-07 21:51:29,10.92
8295,Angel,2024-01-12 14:02:07,2024-01-12 14:20:03,21.52
8296,Angel,2024-04-25 17:56:22,2024-04-25 18:28:15,38.26
8297,Carolina,2024-05-25 03:21:37,2024-05-25 03:28:53,8.72
8298,Carolina,2024-05-20 08:13:08,2024-05-20 08:46:31,40.06
8299,Sergio,2024-06-08 18:06:31,2024-06-08 18:19:19,15.36
8300,Carolina,2024-02-23 04:51:14,2024-02-23 04:59:52,10.36
8301,Angel,2024-05-02 23:28:56,2024-05-02 23:56:14,32.76
8302,Carolina,2024-04-22 17:48:11,2024-04-22 18:13:48,30.74
8303,Jorge,2024-02-13 00:40:32,2024-02-13 01:17:59,44.94
8304,Carolina,2024-02-13 14:58:43,2024-02-13 15:17:47,22.88
8305,Angel,2024-02-14 21:36:55,2024-02-14 21:48:02,13.34
8306,Carolina,2024-02-18 12:53:42,2024-02-18 13:27:19,40.34
8307,Sergio,2024-05-16 05:35:51,2024-05-16 05:48:33,15.24
8308,Jorge,2024-06-08 20:12:37,2024-06-08 20:18:57,7.6
8309,Jorge,2024-01-12 01:26:47,2024-01-12 02:00:27,40.4
8310,Angel,2024-05-06 01:54:42,2024-05-06 02:13:34,22.64
8311,Nathaly,2024-06-13 06:49:23,2024-06-13 07:22:43,40.0
8312,Jorge,2024-02-29 16:52:11,2024-02-29 17:09:14,20.46
8313,Sergio,2024-06-08 16:00:38,2024-06-08 16:36:52,43.48
8314,Carolina,2024-05-24 01:18:31,2024-05-24 01:45:40,32.58
8315,Carolina,2024-03-29 10:21:36,2024-03-29 10:47:05,30.58
8316,Jorge,2024-04-02 14:58:45,2024-04-02 15:23:24,29.58
8317,Jorge,2024-05-30 19:52:52,2024-05-30 20:16:35,28.46
8318,Angel,2024-06-16 07:56:20,2024-06-16 08:07:18,13.16
8319,Angel,2024-05-03 09:30:09,2024-05-03 09:51:05,25.12
8320,Jorge,2024-03-11 15:01:17,2024-03-11 15:12:16,13.18
8321,Sergio,2024-05-21 11:01:00,2024-05-21 11:40:49,47.78
8322,Nathaly,2024-06-11 12:53:24,2024-06-11 13:27:24,40.8
8323,Nathaly,2024-02-08 08:47:11,2024-02-08 09:12:46,30.7
8324,Jorge,2024-04-08 18:27:54,2024-04-08 18:33:07,6.26
8325,Angel,2024-02-25 21:16:47,2024-02-25 21:23:47,8.4
8326,Sergio,2024-01-18 04:30:49,2024-01-18 04:42:52,14.46
8327,Carolina,2024-03-14 16:20:37,2024-03-14 16:50:22,35.7
8328,Nathaly,2024-02-07 10:55:08,2024-02-07 11:02:57,9.38
8329,Carolina,2024-06-22 22:14:09,2024-06-22 22:25:08,13.18
8330,Carolina,2024-03-10 16:58:18,2024-03-10 17:31:39,40.02
8331,Angel,2024-05-24 12:53:41,2024-05-24 13:10:26,20.1
8332,Sergio,2024-06-25 00:33:09,2024-06-25 01:00:40,33.02
8333,Sergio,2024-04-08 04:03:44,2024-04-08 04:40:59,44.7
8334,Carolina,2024-02-06 04:34:22,2024-02-06 04:56:34,26.64
8335,Angel,2024-03-02 16:43:00,2024-03-02 17:19:26,43.72
8336,Jorge,2024-02-05 17:28:18,2024-02-05 17:44:08,19.0
8337,Carolina,2024-05-27 10:41:24,2024-05-27 11:03:55,27.02
8338,Angel,2024-06-16 09:13:53,2024-06-16 09:41:54,33.62
8339,Angel,2024-01-11 13:26:53,2024-01-11 13:52:44,31.02
8340,Angel,2024-01-23 11:36:12,2024-01-23 11:41:53,6.82
8341,Nathaly,2024-03-17 15:23:55,2024-03-17 15:53:21,35.32
8342,Carolina,2024-04-15 07:47:32,2024-04-15 08:15:06,33.08
8343,Sergio,2024-01-09 02:11:05,2024-01-09 02:45:03,40.76
8344,Carolina,2024-03-26 01:22:29,2024-03-26 01:38:32,19.26
8345,Jorge,2024-04-11 02:37:43,2024-04-11 03:16:24,46.42
8346,Angel,2024-02-17 00:43:47,2024-02-17 01:15:03,37.52
8347,Nathaly,2024-06-26 06:12:56,2024-06-26 06:20:14,8.76
8348,Angel,2024-03-11 23:40:11,2024-03-12 00:01:41,25.8
8349,Sergio,2024-03-16 23:49:12,2024-03-17 00:04:20,18.16
8350,Nathaly,2024-01-27 20:41:50,2024-01-27 21:10:07,33.94
8351,Angel,2024-02-14 17:01:16,2024-02-14 17:38:46,45.0
8352,Sergio,2024-01-27 00:08:33,2024-01-27 00:31:39,27.72
8353,Sergio,2024-04-23 12:25:14,2024-04-23 13:03:16,45.64
8354,Jorge,2024-03-16 18:54:52,2024-03-16 19:07:10,14.76
8355,Angel,2024-02-05 06:07:07,2024-02-05 06:24:05,20.36
8356,Jorge,2024-06-12 07:21:11,2024-06-12 07:37:14,19.26
8357,Nathaly,2024-01-19 18:13:27,2024-01-19 18:39:25,31.16
8358,Carolina,2024-01-17 10:23:54,2024-01-17 10:52:42,34.56
8359,Jorge,2024-02-12 08:39:32,2024-02-12 09:09:56,36.48
8360,Sergio,2024-03-24 10:39:56,2024-03-24 11:10:03,36.14
8361,Carolina,2024-02-01 01:18:49,2024-02-01 01:56:45,45.52
8362,Jorge,2024-03-08 13:58:13,2024-03-08 14:15:43,21.0
8363,Angel,2024-06-13 08:00:52,2024-06-13 08:33:28,39.12
8364,Angel,2024-01-13 11:07:57,2024-01-13 11:39:35,37.96
8365,Jorge,2024-03-27 02:45:54,2024-03-27 03:15:58,36.08
8366,Sergio,2024-05-16 22:52:29,2024-05-16 23:08:01,18.64
8367,Sergio,2024-02-28 06:08:37,2024-02-28 06:16:03,8.92
8368,Nathaly,2024-04-21 17:27:56,2024-04-21 17:46:57,22.82
8369,Angel,2024-04-18 13:53:42,2024-04-18 14:31:46,45.68
8370,Sergio,2024-04-26 07:21:06,2024-04-26 07:36:17,18.22
8371,Sergio,2024-04-07 07:28:23,2024-04-07 07:41:38,15.9
8372,Angel,2024-06-24 00:08:02,2024-06-24 00:25:31,20.98
8373,Angel,2024-01-31 03:33:23,2024-01-31 04:05:44,38.82
8374,Angel,2024-06-11 14:05:17,2024-06-11 14:17:49,15.04
8375,Sergio,2024-05-21 10:10:59,2024-05-21 10:41:44,36.9
8376,Jorge,2024-06-22 12:49:33,2024-06-22 13:24:18,41.7
8377,Sergio,2024-02-27 11:51:34,2024-02-27 12:10:45,23.02
8378,Angel,2024-04-19 09:35:25,2024-04-19 09:50:57,18.64
8379,Sergio,2024-01-13 04:02:14,2024-01-13 04:29:13,32.38
8380,Angel,2024-05-24 11:16:30,2024-05-24 11:30:19,16.58
8381,Carolina,2024-02-07 10:24:24,2024-02-07 10:56:59,39.1
8382,Nathaly,2024-03-19 00:08:25,2024-03-19 00:22:36,17.02
8383,Angel,2024-03-02 07:07:11,2024-03-02 07:37:05,35.88
8384,Angel,2024-03-22 08:58:05,2024-03-22 09:19:35,25.8
8385,Carolina,2024-05-20 10:43:12,2024-05-20 10:54:07,13.1
8386,Sergio,2024-02-24 12:49:57,2024-02-24 13:25:27,42.6
8387,Carolina,2024-02-13 05:44:12,2024-02-13 05:54:09,11.94
8388,Sergio,2024-06-23 14:56:15,2024-06-23 15:02:02,6.94
8389,Nathaly,2024-04-11 08:00:26,2024-04-11 08:09:58,11.44
8390,Carolina,2024-06-07 18:02:37,2024-06-07 18:30:22,33.3
8391,Carolina,2024-06-22 13:57:51,2024-06-22 14:04:11,7.6
8392,Angel,2024-06-25 06:46:19,2024-06-25 07:13:11,32.24
8393,Carolina,2024-01-10 06:22:24,2024-01-10 06:27:40,6.32
8394,Angel,2024-03-15 04:48:13,2024-03-15 05:18:31,36.36
8395,Angel,2024-04-13 01:15:53,2024-04-13 01:33:20,20.94
8396,Sergio,2024-06-03 18:12:30,2024-06-03 18:43:15,36.9
8397,Jorge,2024-05-08 11:22:52,2024-05-08 11:32:32,11.6
8398,Carolina,2024-04-10 03:16:39,2024-04-10 03:43:28,32.18
8399,Angel,2024-01-19 01:10:54,2024-01-19 01:39:50,34.72
8400,Jorge,2024-06-09 19:38:51,2024-06-09 19:47:36,10.5
8401,Nathaly,2024-04-19 15:29:48,2024-04-19 15:35:26,6.76
8402,Angel,2024-01-19 03:10:24,2024-01-19 03:18:18,9.48
8403,Jorge,2024-05-25 21:31:14,2024-05-25 21:40:24,11.0
8404,Carolina,2024-05-07 22:42:10,2024-05-07 23:11:18,34.96
8405,Nathaly,2024-05-14 18:25:12,2024-05-14 19:03:12,45.6
8406,Carolina,2024-03-28 01:38:40,2024-03-28 02:01:41,27.62
8407,Carolina,2024-01-27 12:08:19,2024-01-27 12:17:14,10.7
8408,Nathaly,2024-04-03 22:27:13,2024-04-03 22:41:17,16.88
8409,Angel,2024-01-15 22:18:52,2024-01-15 22:44:03,30.22
8410,Carolina,2024-03-27 08:41:53,2024-03-27 09:03:23,25.8
8411,Angel,2024-04-10 05:36:53,2024-04-10 05:54:14,20.82
8412,Carolina,2024-04-28 14:15:48,2024-04-28 14:41:32,30.88
8413,Carolina,2024-06-01 22:16:55,2024-06-01 22:35:55,22.8
8414,Angel,2024-05-18 02:25:38,2024-05-18 03:02:03,43.7
8415,Sergio,2024-03-27 23:53:05,2024-03-28 00:27:48,41.66
8416,Jorge,2024-02-05 07:13:27,2024-02-05 07:34:41,25.48
8417,Carolina,2024-01-16 12:16:43,2024-01-16 12:38:02,25.58
8418,Nathaly,2024-05-20 18:23:08,2024-05-20 18:41:00,21.44
8419,Carolina,2024-02-16 09:36:48,2024-02-16 10:02:14,30.52
8420,Jorge,2024-03-04 08:05:50,2024-03-04 08:35:14,35.28
8421,Carolina,2024-03-12 22:56:51,2024-03-12 23:32:39,42.96
8422,Carolina,2024-03-10 08:11:05,2024-03-10 08:49:21,45.92
8423,Carolina,2024-04-30 21:59:07,2024-04-30 22:23:51,29.68
8424,Jorge,2024-03-07 10:47:22,2024-03-07 11:02:50,18.56
8425,Sergio,2024-01-15 05:19:34,2024-01-15 05:41:14,26.0
8426,Sergio,2024-04-15 17:50:34,2024-04-15 18:12:09,25.9
8427,Angel,2024-03-17 16:41:39,2024-03-17 17:10:06,34.14
8428,Carolina,2024-02-20 08:26:13,2024-02-20 08:41:43,18.6
8429,Angel,2024-04-03 09:43:41,2024-04-03 10:18:40,41.98
8430,Angel,2024-06-22 14:50:56,2024-06-22 15:26:49,43.06
8431,Jorge,2024-06-04 21:54:33,2024-06-04 22:14:54,24.42
8432,Carolina,2024-01-31 19:46:44,2024-01-31 20:24:00,44.72
8433,Carolina,2024-03-25 17:44:49,2024-03-25 18:17:29,39.2
8434,Jorge,2024-06-17 04:13:23,2024-06-17 04:44:03,36.8
8435,Carolina,2024-05-30 03:32:57,2024-05-30 04:04:04,37.34
8436,Sergio,2024-03-28 07:15:27,2024-03-28 07:46:49,37.64
8437,Carolina,2024-03-28 02:11:35,2024-03-28 02:51:14,47.58
8438,Carolina,2024-06-24 19:15:41,2024-06-24 19:46:13,36.64
8439,Jorge,2024-03-18 21:26:46,2024-03-18 21:49:59,27.86
8440,Nathaly,2024-01-24 01:26:05,2024-01-24 01:38:23,14.76
8441,Carolina,2024-04-29 14:03:21,2024-04-29 14:16:36,15.9
8442,Angel,2024-01-19 12:04:54,2024-01-19 12:23:28,22.28
8443,Angel,2024-02-17 11:03:31,2024-02-17 11:09:14,6.86
8444,Carolina,2024-02-29 13:25:22,2024-02-29 13:32:53,9.02
8445,Angel,2024-02-14 18:04:47,2024-02-14 18:43:47,46.8
8446,Sergio,2024-04-13 23:51:34,2024-04-14 00:20:33,34.78
8447,Angel,2024-03-25 00:03:53,2024-03-25 00:27:57,28.88
8448,Jorge,2024-02-24 00:06:42,2024-02-24 00:35:02,34.0
8449,Angel,2024-03-31 23:14:45,2024-03-31 23:53:46,46.82
8450,Nathaly,2024-01-25 09:56:21,2024-01-25 10:22:06,30.9
8451,Jorge,2024-06-06 05:26:52,2024-06-06 05:40:48,16.72
8452,Angel,2024-02-20 16:24:19,2024-02-20 16:52:41,34.04
8453,Jorge,2024-02-04 09:48:22,2024-02-04 10:04:31,19.38
8454,Nathaly,2024-04-27 23:12:47,2024-04-27 23:25:14,14.94
8455,Angel,2024-05-13 07:17:35,2024-05-13 07:27:50,12.3
8456,Nathaly,2024-03-01 11:12:32,2024-03-01 11:18:56,7.68
8457,Angel,2024-01-18 07:37:19,2024-01-18 07:55:45,22.12
8458,Sergio,2024-05-31 00:30:02,2024-05-31 00:36:32,7.8
8459,Sergio,2024-03-29 03:10:49,2024-03-29 03:31:56,25.34
8460,Angel,2024-05-22 04:09:09,2024-05-22 04:33:58,29.78
8461,Carolina,2024-04-26 01:37:07,2024-04-26 02:12:27,42.4
8462,Jorge,2024-02-16 16:43:21,2024-02-16 16:54:06,12.9
8463,Nathaly,2024-01-27 05:29:16,2024-01-27 05:55:04,30.96
8464,Jorge,2024-05-03 19:02:30,2024-05-03 19:11:44,11.08
8465,Angel,2024-05-18 10:42:08,2024-05-18 11:03:48,26.0
8466,Jorge,2024-02-03 16:13:04,2024-02-03 16:43:35,36.62
8467,Angel,2024-05-29 15:08:36,2024-05-29 15:17:44,10.96
8468,Jorge,2024-04-11 09:09:27,2024-04-11 09:17:45,9.96
8469,Jorge,2024-05-24 10:04:57,2024-05-24 10:12:37,9.2
8470,Angel,2024-02-12 03:51:51,2024-02-12 04:14:55,27.68
8471,Angel,2024-03-23 20:24:09,2024-03-23 20:56:41,39.04
8472,Carolina,2024-03-09 08:34:06,2024-03-09 08:53:42,23.52
8473,Angel,2024-04-19 01:46:46,2024-04-19 01:58:48,14.44
8474,Carolina,2024-04-21 14:34:17,2024-04-21 14:57:10,27.46
8475,Angel,2024-04-21 19:15:58,2024-04-21 19:29:02,15.68
8476,Nathaly,2024-06-13 10:40:56,2024-06-13 10:49:49,10.66
8477,Angel,2024-06-19 20:48:17,2024-06-19 21:22:02,40.5
8478,Jorge,2024-05-11 17:24:01,2024-05-11 17:53:05,34.88
8479,Nathaly,2024-02-08 02:10:32,2024-02-08 02:36:59,31.74
8480,Jorge,2024-02-07 19:47:57,2024-02-07 20:10:08,26.62
8481,Nathaly,2024-02-12 09:59:33,2024-02-12 10:12:11,15.16
8482,Angel,2024-06-12 16:10:55,2024-06-12 16:48:24,44.98
8483,Angel,2024-04-12 14:34:14,2024-04-12 14:45:42,13.76
8484,Nathaly,2024-04-18 00:47:25,2024-04-18 01:20:38,39.86
8485,Angel,2024-04-05 02:33:50,2024-04-05 03:03:58,36.16
8486,Carolina,2024-01-20 19:53:59,2024-01-20 20:21:46,33.34
8487,Nathaly,2024-05-20 02:26:41,2024-05-20 02:41:13,17.44
8488,Nathaly,2024-05-30 03:34:55,2024-05-30 03:59:58,30.06
8489,Jorge,2024-06-22 19:16:26,2024-06-22 19:30:43,17.14
8490,Sergio,2024-06-03 15:52:45,2024-06-03 15:57:47,6.04
8491,Sergio,2024-06-21 02:25:55,2024-06-21 03:04:03,45.76
8492,Angel,2024-06-21 21:49:24,2024-06-21 22:22:25,39.62
8493,Carolina,2024-04-19 18:53:31,2024-04-19 19:07:11,16.4
8494,Carolina,2024-05-12 01:45:39,2024-05-12 01:55:31,11.84
8495,Jorge,2024-01-30 08:39:33,2024-01-30 08:54:29,17.92
8496,Jorge,2024-05-07 04:20:38,2024-05-07 04:30:31,11.86
8497,Angel,2024-02-12 20:22:27,2024-02-12 20:48:41,31.48
8498,Carolina,2024-01-18 19:15:17,2024-01-18 19:52:59,45.24
8499,Nathaly,2024-03-08 05:09:31,2024-03-08 05:41:29,38.36
8500,Carolina,2024-04-08 20:26:18,2024-04-08 20:33:31,8.66
8501,Angel,2024-02-15 18:36:15,2024-02-15 18:46:36,12.42
8502,Sergio,2024-06-04 13:10:13,2024-06-04 13:23:31,15.96
8503,Jorge,2024-02-14 00:57:16,2024-02-14 01:24:37,32.82
8504,Sergio,2024-04-19 18:43:41,2024-04-19 19:04:21,24.8
8505,Nathaly,2024-02-14 17:50:08,2024-02-14 18:25:24,42.32
8506,Angel,2024-06-11 01:14:47,2024-06-11 01:50:36,42.98
8507,Carolina,2024-06-21 21:24:22,2024-06-21 21:41:15,20.26
8508,Angel,2024-02-21 01:27:43,2024-02-21 01:41:05,16.04
8509,Sergio,2024-02-27 09:20:09,2024-02-27 09:28:47,10.36
8510,Angel,2024-05-16 19:54:54,2024-05-16 20:25:22,36.56
8511,Nathaly,2024-03-03 08:36:29,2024-03-03 08:54:34,21.7
8512,Nathaly,2024-02-12 09:17:49,2024-02-12 09:55:07,44.76
8513,Angel,2024-03-20 02:26:40,2024-03-20 02:32:41,7.22
8514,Carolina,2024-03-26 02:29:24,2024-03-26 02:49:29,24.1
8515,Carolina,2024-04-24 23:35:26,2024-04-25 00:04:26,34.8
8516,Angel,2024-06-21 23:41:55,2024-06-21 23:59:01,20.52
8517,Nathaly,2024-04-12 19:40:03,2024-04-12 20:04:00,28.74
8518,Jorge,2024-03-13 12:31:46,2024-03-13 12:57:23,30.74
8519,Angel,2024-06-06 07:08:58,2024-06-06 07:18:37,11.58
8520,Jorge,2024-03-31 15:43:09,2024-03-31 16:19:38,43.78
8521,Angel,2024-06-13 04:01:50,2024-06-13 04:26:37,29.74
8522,Jorge,2024-02-17 08:36:59,2024-02-17 09:03:45,32.12
8523,Angel,2024-05-02 12:27:14,2024-05-02 12:46:33,23.18
8524,Angel,2024-03-31 12:29:36,2024-03-31 12:50:57,25.62
8525,Nathaly,2024-02-12 01:56:52,2024-02-12 02:28:21,37.78
